"1003","1003","00972547383072","default","2013-06-02 10:53:21","","2013-06-02 10:53:21","0","0","NORMAL_CLEARING","96ed5447-a50f-4b56-92d1-39121ae75fd9","","1003","",""
"1003","1003","972547383072","default","2013-06-02 10:53:22","","2013-06-02 10:53:22","0","0","NORMAL_CLEARING","1fd96586-5a73-4d3c-8483-0659d149dd93","","1003","",""
"1003","1003","9011972547383072","default","2013-06-02 10:53:24","","2013-06-02 10:53:24","0","0","NORMAL_CLEARING","7c115e4b-ab9c-4daf-8600-ba65cfcb19ae","","1003","",""
"1003","1003","+11","default","2013-06-02 10:53:25","","2013-06-02 10:53:26","1","0","NORMAL_CLEARING","d624b942-2d76-4152-aca0-a6d7d83e098c","","1003","",""
"1003","1003","+972547383072","default","2013-06-02 10:53:27","","2013-06-02 10:53:27","0","0","NORMAL_CLEARING","1ff80b52-745e-45d8-bfde-772ce6adeeb6","","1003","",""
"1003","1003","000972547383072","default","2013-06-02 10:53:28","","2013-06-02 10:53:28","0","0","NORMAL_CLEARING","81a7c954-9bb6-4032-9d3b-450946248927","","1003","",""
"1003","1003","0000972547383072","default","2013-06-02 10:53:29","","2013-06-02 10:53:29","0","0","NORMAL_CLEARING","ee0b6e52-088a-4c94-aed6-d939619cc495","","1003","",""
"1003","1003","0011972547383072","default","2013-06-02 10:53:31","","2013-06-02 10:53:31","0","0","NORMAL_CLEARING","164b41d7-43aa-4f17-aac9-e2fff4c7ce49","","1003","",""
"1003","1003","00011972547383072","default","2013-06-02 10:53:32","","2013-06-02 10:53:33","1","0","NORMAL_CLEARING","e643e78c-d266-4485-b257-f7859275f008","","1003","",""
"1003","1003","8011972547383072","default","2013-06-02 10:53:34","","2013-06-02 10:53:34","0","0","NORMAL_CLEARING","a1ab4f63-1939-4f93-ab21-e042052cb146","","1003","",""
"1003","1003","7011972547383072","default","2013-06-02 10:53:35","","2013-06-02 10:53:35","0","0","NORMAL_CLEARING","27b4d735-cc54-40fd-bfd5-c90811513e84","","1003","",""
"1003","1003","900972547383072","default","2013-06-02 10:53:37","","2013-06-02 10:53:37","0","0","NORMAL_CLEARING","c60ac873-0ffc-4e19-adf6-2aa56e1636a2","","1003","",""
"1003","1003","800972547383072","default","2013-06-02 10:53:38","","2013-06-02 10:53:38","0","0","NORMAL_CLEARING","42f0c58b-2f36-4b94-abc1-30c0f17c4468","","1003","",""
"1003","1003","700972547383072","default","2013-06-02 10:53:39","","2013-06-02 10:53:39","0","0","NORMAL_CLEARING","86fb4117-25b3-46ae-a94f-0c8f78eeb5a2","","1003","",""
"1003","1003","600972547383072","default","2013-06-02 10:53:41","","2013-06-02 10:53:41","0","0","NORMAL_CLEARING","2a4bea79-f795-4963-b4b5-490fbba4ab72","","1003","",""
"1003","1003","500972547383072","default","2013-06-02 10:53:43","","2013-06-02 10:53:43","0","0","NORMAL_CLEARING","7a0cbde7-0376-43ee-b9f0-91c3685fda8d","","1003","",""
"1003","1003","400972547383072","default","2013-06-02 10:53:44","","2013-06-02 10:53:44","0","0","NORMAL_CLEARING","11b8fec0-8989-4380-9e63-fc681726365d","","1003","",""
"1003","1003","300972547383072","default","2013-06-02 10:53:46","","2013-06-02 10:53:46","0","0","NORMAL_CLEARING","8bae2a75-2562-4c23-aa7f-614c7c414f6b","","1003","",""
"1003","1003","200972547383072","default","2013-06-02 10:53:47","","2013-06-02 10:53:47","0","0","NORMAL_CLEARING","d1296c7e-00e9-4a95-8071-a5188008e15f","","1003","",""
"1003","1003","100972547383072","default","2013-06-02 10:53:48","","2013-06-02 10:53:49","1","0","NORMAL_CLEARING","4d58f3f6-1a2c-4df4-9428-33354b58c75d","","1003","",""
"1003","1003","11972547383072","default","2013-06-02 10:53:50","","2013-06-02 10:53:50","0","0","NORMAL_CLEARING","b9453863-cdd1-409f-ae34-f570b7113a67","","1003","",""
"1003","1003","011972547383072","default","2013-06-02 10:53:18","","2013-06-02 10:53:50","32","0","RECOVERY_ON_TIMER_EXPIRE","74b0c731-ef47-4710-ac22-1df2664f9467","","1003","",""
"1003","1003","911972547383072","default","2013-06-02 10:53:51","","2013-06-02 10:53:51","0","0","NORMAL_CLEARING","17e9cc39-17d1-4723-8f02-8821d2ac059e","","1003","",""
"1003","1003","910972547383072","default","2013-06-02 10:53:52","","2013-06-02 10:53:52","0","0","NORMAL_CLEARING","54738a33-9c07-4744-b5d9-b86c03afee9a","","1003","",""
"1003","1003","810972547383072","default","2013-06-02 10:53:55","","2013-06-02 10:53:55","0","0","NORMAL_CLEARING","a4a42ada-3bf4-467e-afb6-f981139c6d2d","","1003","",""
"1003","1003","9810972547383072","default","2013-06-02 10:53:57","","2013-06-02 10:53:58","1","0","NORMAL_CLEARING","65afe990-0a97-40d2-a65b-a891448c8ffd","","1003","",""
"1003","1003","811972547383072","default","2013-06-02 10:53:59","","2013-06-02 10:53:59","0","0","NORMAL_CLEARING","aa196843-6ebe-4171-8550-d53055378914","","1003","",""
"1003","1003","9911972547383072","default","2013-06-02 10:54:01","","2013-06-02 10:54:01","0","0","NORMAL_CLEARING","dbcf6d76-4954-44ec-9cd8-8d1b0bb2c5d1","","1003","",""
"1003","1003","003972547383072","default","2013-06-02 10:54:13","","2013-06-02 10:54:13","0","0","NORMAL_CLEARING","ecb97d00-d0ca-4e26-8162-52b555e0e8f7","","1003","",""
"1003","1003","004972547383072","default","2013-06-02 10:54:14","","2013-06-02 10:54:14","0","0","NORMAL_CLEARING","7fc7c8b8-4490-4e2e-8312-929be7af143d","","1003","",""
"1003","1003","005972547383072","default","2013-06-02 10:54:15","","2013-06-02 10:54:16","1","0","NORMAL_CLEARING","a64e39e2-1f9b-4ccd-a218-52877296e0e1","","1003","",""
"1003","1003","006972547383072","default","2013-06-02 10:54:17","","2013-06-02 10:54:17","0","0","NORMAL_CLEARING","fe09f8dc-06d6-4484-8ce0-67c6b9e4d854","","1003","",""
"1003","1003","007972547383072","default","2013-06-02 10:54:18","","2013-06-02 10:54:18","0","0","NORMAL_CLEARING","7eef417e-93b0-4eb6-8c5f-cce963fc4864","","1003","",""
"1003","1003","008972547383072","default","2013-06-02 10:54:20","","2013-06-02 10:54:20","0","0","NORMAL_CLEARING","373772ad-d038-4adc-9b68-6e81330cc42c","","1003","",""
"1003","1003","0014972547383072","default","2013-06-02 10:54:31","","2013-06-02 10:54:31","0","0","NORMAL_CLEARING","7e0c324d-d10a-4ca5-9984-f9681c14f751","","1003","",""
"1003","1003","0021972547383072","default","2013-06-02 10:54:39","","2013-06-02 10:54:39","0","0","NORMAL_CLEARING","43491bb6-5caa-40c8-879e-7d4f3b0ba466","","1003","",""
